Run source,Run root,Method key,Method,Dataset,Dataset label,Model key,Model,Setting key,Setting,Local epochs,Config rounds,Client count,Client count label,Communication round,Round id,Mean Matthews correlation,Std Matthews correlation,Mean accuracy (%),Seed count,Result source
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,120,119,0.5590042613014093,0.0,82.07094918504313,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,121,120,0.5669944250738059,0.0,82.35858101629914,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,122,121,0.5512696056141492,0.0,81.78331735378715,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,123,122,0.5535710170134831,0.0,81.87919463087249,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,124,123,0.559309315958025,0.0,82.07094918504313,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,125,124,0.5590042613014093,0.0,82.07094918504313,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,126,125,0.5618758275359192,0.0,82.16682646212847,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,127,126,0.5644375055893357,0.0,82.2627037392138,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,128,127,0.5535710170134831,0.0,81.87919463087249,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,129,128,0.5561508659240181,0.0,81.97507190795783,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,flora,Linear FLoRA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,130,129,0.5644375055893357,0.0,82.2627037392138,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,1,0,0.2476610227954736,0.0,72.09971236816874,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,2,1,0.39115189444626813,0.0,76.22243528283796,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,3,2,0.43621392289006267,0.0,77.75647171620325,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,4,3,0.46180054207807775,0.0,78.61936720997123,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,5,4,0.47273368894616746,0.0,79.00287631831256,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,6,5,0.4917546561024886,0.0,79.67401725790988,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,7,6,0.5079531963854501,0.0,80.24928092042187,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,8,7,0.518459870748358,0.0,80.63279002876318,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,9,8,0.5209715512859253,0.0,80.72866730584852,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,10,9,0.523501779881147,0.0,80.82454458293384,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,11,10,0.5260499940984096,0.0,80.92042186001918,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,12,11,0.5339494412838712,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,13,12,0.5446169750397436,0.0,81.5915627996165,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,14,13,0.5392832081618074,0.0,81.39980824544583,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,15,14,0.5339494412838712,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,16,15,0.5313214843751437,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,17,16,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,18,17,0.5365723103616664,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,19,18,0.5366659048957605,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,20,19,0.5340435327165364,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,21,20,0.5314160137547841,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,22,21,0.5314160137547841,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,23,22,0.5340435327165364,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,24,23,0.5366659048957605,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,25,24,0.5366659048957605,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,26,25,0.5339494412838712,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,27,26,0.5312491014766616,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,28,27,0.5339494412838712,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,29,28,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,30,29,0.5311983410233877,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,31,30,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,32,31,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,33,32,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,34,33,0.5286156744059349,0.0,81.01629913710451,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,35,34,0.5286156744059349,0.0,81.01629913710451,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,36,35,0.5285646777370838,0.0,81.01629913710451,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,37,36,0.5285646777370838,0.0,81.01629913710451,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,38,37,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,39,38,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,40,39,0.5259258925916567,0.0,80.92042186001918,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,41,40,0.5259258925916567,0.0,80.92042186001918,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,42,41,0.5259258925916567,0.0,80.92042186001918,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,43,42,0.5259770638545269,0.0,80.92042186001918,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,44,43,0.5233331906511532,0.0,80.82454458293384,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,45,44,0.51802933366438,0.0,80.63279002876318,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,46,45,0.51802933366438,0.0,80.63279002876318,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,47,46,0.5153179547856604,0.0,80.53691275167785,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,48,47,0.5232819075279987,0.0,80.82454458293384,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,49,48,0.5259770638545269,0.0,80.92042186001918,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,50,49,0.5312491014766616,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,51,50,0.5312491014766616,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,52,51,0.5313214843751437,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,53,52,0.5286883616838448,0.0,81.01629913710451,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,54,53,0.5313214843751437,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,55,54,0.5340435327165364,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,56,55,0.5286883616838448,0.0,81.01629913710451,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,57,56,0.5339494412838712,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,58,57,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,59,58,0.5365007161029405,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,60,59,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,61,60,0.5365007161029405,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,62,61,0.5312491014766616,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,63,62,0.5365007161029405,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,64,63,0.5365007161029405,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,65,64,0.5391190563175304,0.0,81.39980824544583,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,66,65,0.5338269593815457,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,67,66,0.5311686988596115,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,68,67,0.5365007161029405,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,69,68,0.5365007161029405,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,70,69,0.5338774230813111,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,71,70,0.5312491014766616,0.0,81.11217641418985,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,72,71,0.5390693635419077,0.0,81.39980824544583,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,73,72,0.5365007161029405,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,74,73,0.5418030911824934,0.0,81.49568552253116,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,75,74,0.547014428196921,0.0,81.68744007670182,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,76,75,0.5495443671948597,0.0,81.78331735378715,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,77,76,0.5468969938757886,0.0,81.68744007670182,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,78,77,0.5521390429003941,0.0,81.87919463087249,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,79,78,0.5443411760365089,0.0,81.5915627996165,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,80,79,0.5337975510473064,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,81,80,0.5521390429003941,0.0,81.87919463087249,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,82,81,0.5390693635419077,0.0,81.39980824544583,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,83,82,0.5390406008281052,0.0,81.39980824544583,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,84,83,0.533788717644728,0.0,81.20805369127517,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,85,84,0.5364214937932232,0.0,81.30393096836049,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,86,85,0.5443411760365089,0.0,81.5915627996165,1,round_config.json
nguyen repo,/homes/neumann/nguyen/fedlora/FederatedLLM/epoch_round_tuning_cola_client_count,ffa,Nonlinear FFA,cola_stratified,CoLA stratified,roberta-base,RoBERTa-base,homo,Homo,20,150,10,10,87,86,0.5285368344613508,0.0,81.01629913710451,1,round_config.json
